Query,URI,Title,Definition,Synonyms,Parent_URI,Children
Medical,http://id.who.int/icd/entity/1304962002,Medical service area,,,,[]
Medical,http://id.who.int/icd/entity/1718110433,Occupational health examination,,occupational health check-up; occupational medical examination,,[]
Medical,http://id.who.int/icd/entity/151326098,Examination for participation in sport,,medical examination for participation in sport; sport medical examination,,[]
Medical,http://id.who.int/icd/entity/102709764,Drug-induced cytopenia,"Drug-induced cytopenia is a relatively common immune-mediated cytopenia and the target cells include erythrocytes, leukocytes, platelets and hematopoietic precursor cells in the marrow. The most frequent condition is the drug-induced immune thrombocytopenia and the most frequent implicated drugs are penicillin and structurally related drugs, quinine, quinidine, sulfonamide antibiotics, non-steroidal anti-inflammatory drugs and anticonvulsants.",medicament-induced cytopenia,,[]
Medical,http://id.who.int/icd/entity/798498591,Failed medical induction of labour,A condition characterised by a failed attempt to stimulate contractions pharmacologically before the spontaneous onset of labour. This condition may occur with or without ruptured membranes.,failed medical induction,,[]
Medical,http://id.who.int/icd/entity/1913292067,Drug-induced hypomelanosis,"Focal or generalised loss of epidermal pigment attributable to pharmacologically active topical or systemical agent. This may be intentional with topical use of hydroquinone or monobenzylether of hydroquinone used with the intention of reducing skin pigmentation temporarily or permanently respectively. It is a rare side effect of chloroquine and hydroxychloroquine and has been described with the tyrosine kinase inhibitor, imatinib.",medicament-induced hypomelanosis,,[]
Medical,http://id.who.int/icd/entity/939513521,Drug-induced oral conditions,,medicament-induced oral conditions,,[]
Medical,http://id.who.int/icd/entity/2084384481,Drug-induced bone dysplasia,,medicament-induced bone dysplasia,,[]
Medical,http://id.who.int/icd/entity/646684691,Detergent external medication,,Detergent local; Detergent medicinal,,[]
Medical,http://id.who.int/icd/entity/1377705785,Drug-induced anal ulceration,"Anal ulceration attributable to drug treatment, typically with the anti-anginal agent, nicorandil. It presents with anal pain.",medicament-induced anal ulceration,,[]
Medical,http://id.who.int/icd/entity/972928014,Encounter for adoption services,Encounter to provide pre or post-adoption services to assist prospective adoptive parents in making an informed decision prior to adoption or to address the medical history and current health of the child and provide parental guidance,adoption medical examination; general medical examination for adoption; pre adoption examination; examination for adoption,,[]
Medical,http://id.who.int/icd/entity/876980611,Adverse effect medical agent,,side effect; side effect of medical agent,,[]
Medical,http://id.who.int/icd/entity/123068585,Drug-induced Cushing syndrome,,Iatrogenic Cushing syndrome; iatrogenic syndrome of excess cortisol; drug-induced Cushing disease; iatrogenic Cushing disease; medicament-induced Cushing syndrome,,[]
Medical,http://id.who.int/icd/entity/1092603368,Surveillance of contraceptive drugs,,checking of medical contraception; maintenance of contraception; repeat prescription for contraceptive pill or other contraceptive drugs; routine examination for contraceptive maintenance,,[]
Medical,http://id.who.int/icd/entity/314906654,Routine general health check-up of sports teams,,medical examination of sports teams; medical examination of athletes; screening for chromosomal abnormalities in athletes,,[]
Medical,http://id.who.int/icd/entity/216291184,Secondary mood syndrome,"A syndrome characterised by the presence of prominent mood symptoms (i.e., depression, elevated mood, irritability) judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. The symptoms are not accounted for by delirium or by another mental and behavioural disorder, and are not a psychologically mediated response to a severe medical condition (e.g., depressive symptoms in response to a life-threatening diagnosis). This category should be used in addition to the diagnosis for the presumed underlying disorder or disease when the mood symptoms are sufficiently severe to warrant specific clinical attention.",medical condition causing mood disorder; organic affective disorder; organic bipolar disorder,,[]
Medical,http://id.who.int/icd/entity/471047382,Drug-induced fibrinolytic disorder,,medicament-induced fibrinolytic disorder,,[]
Medical,http://id.who.int/icd/entity/2041404971,Drug-induced oesophageal ulcer,,medicament-induced oesophageal ulcer; ulcer of oesophagus due to ingestion of drugs or medicaments,,[]
Medical,http://id.who.int/icd/entity/510526519,Meningitis due to medication,"Inflammation of the meninges due to medications. The syndrome is clinically characterised by headache, neck stiffness, fever and photophobia. A history of medication use along with the exclusion of other causes of meningitis may aid the diagnosis. Spinal fluid analysis may reveal a lymphocytic pleocytosis and raised protein.",Meningitis secondary to medication,,[]
Medical,http://id.who.int/icd/entity/1419758407,Unavailability or inaccessibility of health care facilities,,unavailability of medical facilities,,[]
Medical,http://id.who.int/icd/entity/1486914773,Drug-induced gastric ulcer,"Medications such as NSAIDs can cause gastric ulcer. Other drugs that may increase the risk of ulceration include potassium chloride, concomitant use of steroids with NSAIDs, bisphosphonates, and mycophenolate mofetil.",medicament-induced gastric ulcer; Toxic gastric ulcer,,[]
Medical,http://id.who.int/icd/entity/489508344,Adverse cutaneous reactions to medication,"This group incorporates not only drug rashes but also other acute and chronic cutaneous and mucocutaneous effects of topical or systemic medicaments, whether conventional or ""alternative"".",,,[]
Medical,http://id.who.int/icd/entity/383104340,"Injury or harm arising from surgical or medical care, not elsewhere classified",,complication of medical procedure not elsewhere classified; Complication of surgery not elsewhere classified,,[]
Medical,http://id.who.int/icd/entity/1651874787,Drug-induced parkinsonism,Parkinsonism due to prescription medications.,other drug-induced secondary parkinsonism; medicament-induced parkinsonism; treatment-induced akathisia,,[]
Medical,http://id.who.int/icd/entity/1141982501,Drug-induced nail abnormalities,Abnormalities of nails or nail growth attributable to drugs.,medicament-induced nail abnormalities,,[]
Medical,http://id.who.int/icd/entity/266489621,Seizures due to medications,Seizure(s) occurring in close temporal association with a drug with epileptogenic potential taken for therapeutic purposes.,"Toxic syndrome with generalised seizures, drug related",,[]
Medical,http://id.who.int/icd/entity/1612144007,Examination for immigration,,medical examination for immigration,,[]
Medical,http://id.who.int/icd/entity/1074517803,Examination for naturalization,,medical examination for naturalization,,[]
Medical,http://id.who.int/icd/entity/1835280399,Drug-induced anastomotic ulcer,Drug-induced anastomotic ulcer is an ulcer at the anastomosis that is caused by drug ingestion. NSAID is considered as one of the risk factors for anastomotic ulcer.,medicament-induced anastomotic ulcer,,[]
Medical,http://id.who.int/icd/entity/1571720446,Drug-induced duodenal ulcer,"Medications such as NSAIDs can cause duodenal ulcer. Other drugs that may increase the risk of ulceration include potassium chloride, concomitant use of steroids with NSAIDs, bisphosphonates, and mycophenolate mofetil.",medicament-induced duodenal ulcer; Toxic duodenal ulcer,,[]
Medical,http://id.who.int/icd/entity/1433065969,Medical device component,"Terms/codes for describing the parts and components which were involved in, or affected by, the medical device adverse event/incident.",,,[]
Medical,http://id.who.int/icd/entity/436964371,Medical gas supply problem,"Problem associated with the facility-supplied medical gases such as medical air, oxygen, nitrous oxide, and nitrogen.",,,[]
Medical,http://id.who.int/icd/entity/1925323459,"Inappropriate stoppage or discontinuation of drug, as mode of injury or harm",,inappropriate interruption of drug; medication incorrectly stopped; medication error due to stopping administration of drug or substance incorrectly,,[]
Medical,http://id.who.int/icd/entity/300740103,Hypersomnia due to a medication or substance,"Hypersomnia due to a medication or substance is characterised by excessive nocturnal sleep, daytime sleepiness, or excessive napping that is attributable to the sedating effects of medications, alcohol, or other psychoactive substances, including withdrawal syndromes (e.g., from stimulants) and is sufficiently severe to constitute an independent focus of clinical attention.

Note: A definitive diagnosis requires use of polysomnography and multiple sleep latency test (MSLT) to rule out other hypersomnolence disorders or other sleep disorders (e.g. obstructive sleep apnea) which might better explain the sleepiness.",Hypersomnia due to substances including medications; Hypersomnolence due to substances including medications,,[]
Medical,http://id.who.int/icd/entity/417566971,Issue of medical certificate,,examination for issue of medical certificate; issue of medical certificate of invalidity; issue of medical certificate of incapacity; issue of medical certificate of fitness; examination for disability determination,,[]
Medical,http://id.who.int/icd/entity/1517114528,Induced abortion,"Induced abortion (also referred to as Artificial termination of pregnancy) is a complete expulsion or extraction from a woman of an embryo or a fetus (irrespective of the duration of the pregnancy), following a deliberate interruption of an ongoing pregnancy by medical or surgical means, which is not intended to result in a live birth. Induced abortions are distinct from cases of spontaneous abortion and stillbirth.",medical abortion; abortion induced for legal indications; abortion induced for medical indications; legal termination of pregnancy; legally induced abortion; legal abortion; Illegal abortion; Nonmedical induced abortion; therapeutic abortion; therapeutic termination of pregnancy; abortion induced for psychiatric indications; artificial termination of pregnancy; APLA - [abortus provocatus lege artis]; legal Interruption of pregnancy,,[]
Medical,http://id.who.int/icd/entity/1162198017,Mode of injury or harm associated with a surgical or other medical procedure,,complication during medical or surgical care; misadventure during medical or surgical care,,[]
Medical,http://id.who.int/icd/entity/1596497122,Drug-induced fever,,drug fever; medicament-induced fever,,[]
Medical,http://id.who.int/icd/entity/1334795038,Drug-induced nail hypertrophy,,medicament-induced nail hypertrophy,,[]
Medical,http://id.who.int/icd/entity/1563414839,Drug-induced nail pigmentation,,medicament-induced nail pigmentation,,[]
Medical,http://id.who.int/icd/entity/1806759593,Medical devices - various,,,,[]
Medical,http://id.who.int/icd/entity/750489718,Drug-induced thyroiditis,"Thyroiditis caused by prescription drugs such as amiodarone, lithium, interferons and cytokines.",drug thyroiditis; medicament-induced thyroiditis; iatrogenic thyroiditis,,[]
Working,http://id.who.int/icd/entity/408498832,Working memory,Mental functions that compare and process information retrieved from both short-term and long-term memory.,Functions involved in working of memory,,[]
Working,http://id.who.int/icd/entity/73014515,Work and employment,,,,[]
Working,http://id.who.int/icd/entity/1107435129,Unpaid work,,"volunteer work; unpaid internship; voluntary work; working solely for non-monetary benefits (e.g. for food, or possible employment in future)",,[]
Working,http://id.who.int/icd/entity/402200913,Difficulty or need for assistance with work activities,,need for assistance with work activities; difficulty with work activities,,[]
Working,http://id.who.int/icd/entity/2071638841,Paid work,,"working for income; working as owner or proprietor of business; paid engagement in sports, recreation or leisure activity",,[]
Working,http://id.who.int/icd/entity/1669952283,Problem associated with uncongenial work,,difficult conditions at work,,[]
Working,http://id.who.int/icd/entity/1394299422,Doing housework,"Managing a household by cleaning the house, washing clothes, using household appliances, storing food and disposing of garbage, such as by sweeping, mopping, washing counters, walls and other surfaces; collecting and disposing of household garbage; tidying rooms, closets and drawers; collecting, washing, drying, folding and ironing clothes; cleaning footwear; using brooms, brushes and vacuum cleaners; using washing machines, dryers and irons.",,,[]
Working,http://id.who.int/icd/entity/1667452226,Repetitive forceful work,,,,[]
Working,http://id.who.int/icd/entity/1965829403,Problem associated with stressful work schedule,,difficult work schedule; problem with work schedule,,[]
Working,http://id.who.int/icd/entity/1620689425,Apprenticeship (work preparation),"Engaging in programmes related to preparation for employment, such as performing the tasks required of an apprenticeship, internship, articling and in-service training.",Engaging in apprenticeship (work preparation),,[]
Working,http://id.who.int/icd/entity/1647137957,Elevated work platform,,,,[]
Working,http://id.who.int/icd/entity/773840633,"Desk, workbench",,,,[]
Working,http://id.who.int/icd/entity/1135343506,Doing housework [WHODAS],,,,[]
Working,http://id.who.int/icd/entity/1468452550,Travelling to or from paid work,,,,[]
Working,http://id.who.int/icd/entity/1513020610,Travelling to or from unpaid work,,,,[]
Working,http://id.who.int/icd/entity/2143871907,"Economic activity, health or social work",,,,[]
Working,http://id.who.int/icd/entity/113426063,Problem associated with relationships with people at work,,discord with boss or workmates,,[]
Working,http://id.who.int/icd/entity/1862165382,Travelling in the course of paid work,,,,[]
Working,http://id.who.int/icd/entity/1666609538,Travelling in the course of unpaid work,,,,[]
Working,http://id.who.int/icd/entity/846512626,Maintaining a job,"Performing job-related tasks to keep an occupation, trade, profession or other form of employment, and obtaining promotion and other advancements in employment.",,,[]
Working,http://id.who.int/icd/entity/1964795960,Allergic occupational asthma,,Asthma exacerbated by work,,[]
Working,http://id.who.int/icd/entity/1632022175,Fishhook used for work-related activity,,,,[]
Working,http://id.who.int/icd/entity/2096473334,Extended periods of work in a kneeling position,,,,[]
Working,http://id.who.int/icd/entity/1987576730,Extended periods of work in a squatting position,,,,[]
Working,http://id.who.int/icd/entity/819952132,Difficulties in daily work or school [WHODAS],"Because of your health condition, in the past 30 days, how much difficulty did you have in your day to day work/school?",,,[]
Working,http://id.who.int/icd/entity/1087886525,Skin manifestations of work-related poisoning,Skin manifestations of systemic exposure to toxic substances and poisons at work. Examples include arsenic and heavy metals.,,,[]
Working,http://id.who.int/icd/entity/1932249380,Difficulty or needs for assistance with work and economic life,,,,[]
Working,http://id.who.int/icd/entity/531421303,"Proximal risk factors for intentional self-harm, Work-related",,,,[]
Working,http://id.who.int/icd/entity/1567238085,Examination or observation following work accident,,,,[]
Working,http://id.who.int/icd/entity/711771759,Non-melanin pigmentation due to substance encountered at work,"Pigmentation of the skin from exposure to chemicals such as picric acid, dinitrophenol and chemical dyes.",,,[]
Working,http://id.who.int/icd/entity/100430224,Dermatoses arising through work or occupation,,,,[]
Working,http://id.who.int/icd/entity/1703971915,Doing most important work or school task [WHODAS],"Because of your health condition, in the past 30 days, how much difficulty did you have in doing your most important work/school tasks well?",,,[]
Working,http://id.who.int/icd/entity/801119953,"Type of sport or exercise activity, mustering or stock work",,,,[]
Working,http://id.who.int/icd/entity/1514880985,"Tool, machine, apparatus mainly used for work-related activity",,,,[]
Working,http://id.who.int/icd/entity/330500290,Getting all needed housework done [WHODAS],"Because of your health condition, in the past 30 days, how much difficulty did you have in getting all the household work done that you need to do?",,,[]
Working,http://id.who.int/icd/entity/1906066673,Getting all needed work or school work done [WHODAS],"Because of your health condition, in the past 30 days, how much difficulty did you have in getting all the work done that you need to do?",,,[]
Working,http://id.who.int/icd/entity/941746769,Examination or observation following accident other than work or transport,,,,[]
Working,http://id.who.int/icd/entity/1190985359,Getting household work done quickly [WHODAS],"Because of your health condition, in the past 30 days, how much difficulty did you have in getting your household work done as quickly as needed?",,,[]
Working,http://id.who.int/icd/entity/467103274,Rat or mouse trap used for work-related activity,,,,[]
Working,http://id.who.int/icd/entity/1903803489,Getting remunerative work or school work done quickly [WHODAS],"Because of your health condition, in the past 30 days, how much difficulty did you have in getting your work done as quickly as needed?",,,[]
Working,http://id.who.int/icd/entity/756278911,"Circadian rhythm sleep-wake disorder, shift work type","Circadian rhythm sleep-wake disorder, shift work type is characterised by complaints of insomnia and/or excessive sleepiness that occur as a result of work shifts that overlap with all or a portion of conventional nighttime sleep periods. The disorder is also associated with a reduction in total sleep time. The symptoms should have persisted for at least several months and result in significant distress or mental, physical, social, occupational or academic impairment.",,,[]
Working,http://id.who.int/icd/entity/846169667,Undetermined cerebral ischaemic stroke due to incomplete aetiologic work-up,This is a sudden loss of brain function due to a lack of adequate blood flow. It is of an uncertain nature because of a lack of diagnostic testing.,,,[]
Working,http://id.who.int/icd/entity/440917684,Irritant contact dermatitis due to wet work,"Irritant contact dermatitis caused by prolonged or repetitive wet work. It usually affects predominantly the skin of the hands and wrists but may affect other sites if clothing is repeatedly drenched. Although water and sweat alone (especially from under occlusive protection gloves) may be responsible, the risk is increased by exposure to defatting agents and irritants including soaps, detergents and cooling fluids. It is seen commonly in those looking after dependent relatives, especially young mothers. Professions or occupational sectors where there are substantial risks include health care, hairdressing, cleaning, catering and food-processing.",Irritant contact eczema due to wet work; irritant contact dermatitis due to detergents,,[]
Working,http://id.who.int/icd/entity/1614716959,Cerebral ischaemic stroke of unknown cause,"This is a sudden loss of brain function due to a lack of adequate blood flow. It is of an uncertain nature, and approximately 30% of examined events fall into this category.","cryptogenic stroke; occlusion and stenosis of cerebral and precerebral arteries, resulting in cerebral infarction; cerebral infarct; cerebral infarction NOS; cerebrovascular ischaemic stroke; ischaemic apoplexia; ischaemic cerebrovascular accident; ischaemic stroke NOS; cerebral ischaemic stroke due to cryptogenic mechanism despite aetiologic work-up; ischaemic CVA - [cerebrovascular accident]",,[]
Working,http://id.who.int/icd/entity/1968218525,"Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event",,,,[]
Working,http://id.who.int/icd/entity/227633037,"Pick-up truck, goods or work van, ambulance or motor home as counterpart in land transport crash",,,,[]
Storage,http://id.who.int/icd/entity/396058882,Disorders of iron metabolism,This refers to any disorders of the set of chemical reactions maintaining human homeostasis of iron. The control of this necessary but potentially toxic substance is an important part of many aspects of human health and disease.,iron storage disease; iron storage disorder,,[]
Storage,http://id.who.int/icd/entity/1187107383,Glycogen storage disease,"The term Glycogen storage disease characterises a group of heterogeneous diseases resulting from defects in the process of glycogen synthesis or breakdown within muscles, liver, and other cell types.",Glycogenosis; GSD - [Glycogen storage disease]; glycogen thesaurismosis; diffuse glycogenosis; generalised glycogen storage disease; generalised glycogenosis; generalised glycogen storage disease of infants; glycogen synthase deficiency,,[]
Storage,http://id.who.int/icd/entity/603501588,"Lipid storage disease, not elsewhere classified",,lipid storage disorder,,[]
Storage,http://id.who.int/icd/entity/468161208,Wilson disease,"Wilson disease is an autosomal recessive disorder of copper metabolism characterised by the toxic accumulation of copper, mainly in the liver and central nervous system that may present as hepatic, neurologic or psychiatric forms.",Copper retention; Copper storage disease; Hepatocerebral degeneration; Kinnier-Wilson disease; Neurohepatic degeneration; Progressive hepatolenticular degeneration; lenticular degenerative disease; Wilson's syndrome; lenticular syndrome; Westphal-Strumpell Syndrome,,[]
Storage,http://id.who.int/icd/entity/656131403,Lysosomal diseases,,Lysosomal storage disorders,,[]
Storage,http://id.who.int/icd/entity/733715856,Cystinosis,"Cystinosis is a metabolic disease characterised by an accumulation of cystine inside the lysosomes of different tissues due to a defect in cystine transport out of lysosomes. There are three clinical forms : infantile, juvenile and ocular. The infantile form is severe, multisystem disease, with impaired proximal tubular reabsorptive capacity, with severe fluid-electrolyte balance alterations, cystine deposits in various organs and progression towards renal failure after 6 years of age. Juvenile cystinosis appear around 8 years of age and has an intermediate clinical picture with end-stage renal disease occurring after the age of 15.The ocular, adult form presents with photophobia.",Protein defect of cystine transport; Cystine storage disease; Cystine diathesis,,[]
Storage,http://id.who.int/icd/entity/1366602484,Sulfuric acid,,storage battery acid; battery fluid; battery acid; sulphuric acid,,[]
Storage,http://id.who.int/icd/entity/1376997268,Cutaneous reactions to food mites,"Reactions caused by mites which infest stored food products such as grains, flour, nuts and dried fruits. The eruptions provoked by such mites generally consist of multiple intensely pruritic papules or papulovesicles on exposed skin, particularly the head and neck.",Storage mite reaction,,[]
Storage,http://id.who.int/icd/entity/1556875179,Cerebrotendinous xanthomatosis,"Cerebrotendinous xanthomatosis is an anomaly of bile acid synthesis characterised by neonatal cholestasis, childhood-onset cataract, adolescent to young adult-onset tendon xanthomata, and brain xanthomata with adult-onset neurologic dysfunction.",Sterol 27-hydroxylase deficiency; Van Bogaert-Scherer-Epstein disease; Cholestanol storage disease; CTX - [Cerebrotendinous xanthomatosis],,[]
Storage,http://id.who.int/icd/entity/1303938042,Assimilation functions,Functions by which nutrients are converted into components of the living body.,,,[]
Storage,http://id.who.int/icd/entity/1586354843,Glycogen storage liver disease,,hepatomegalia glycogenica diffusa; liver glycogen disease; liver phosphorylase deficiency,,[]
Storage,http://id.who.int/icd/entity/1427054474,Glycogen storage disease due to acid maltase deficiency,"Glycogen storage disease type 2 (GSD II), or Pompe disease, is a lysosomal storage disease which particularly affects the skeletal and respiratory muscles with varying degrees of gravity and which, in the infantile form, is associated with hypertrophic cardiomyopathy. The infantile form of the disease starts before the age of 3 months with major hypotonia, sucking and swallowing difficulties, hypertrophic cardiomyopathy and progressive hepatomegaly. The adult form results in progressive limb-girdle myopathy beginning with the lower limbs, and affects the respiratory system. A large spectrum of intermediate forms exists between these two extremes.","Glycogen storage disease type 2; Glycogenosis type 2; GSD type 2; Acid maltase deficiency; Pompe disease; Acid alpha-1,4-glucosidase deficiency; alpha-glucosidase deficiency; deficiency of amyloglucosidase",,[]
Storage,http://id.who.int/icd/entity/523888904,Glycogen storage disease due to glucose-6-phosphate system deficiency,"Glycogenosis due to glucose-6-phosphatase (G6P) deficiency or glycogen storage disease, (GSD), type 1, is a group of inherited metabolic diseases, including types a and b (see these terms), and characterised by poor tolerance to fasting, growth retardation and hepatomegaly resulting from accumulation of glycogen and fat in the liver.",Glycogen storage disease type 1; Glycogenosis type 1; GSD type 1; Hepatorenal glycogenosis; Von Gierke disease; HERS - [hepatorenal glycogen storage disease]; glycogen storage disease of liver and kidney; hepatorenal glycogen storage disease,,[]
Storage,http://id.who.int/icd/entity/530430134,Glycogen storage disease due to glycogen debranching enzyme deficiency,"Glycogen debranching enzyme (GDE) deficiency, or glycogen storage disease type 3 (GSD 3), is a form of glycogen storage disease characterised by severe muscle weakness and hepatopathy. Children present with hepatomegaly, growth retardation and occasional seizures related to hypoglycaemia. Hepatomegaly may disappear with adulthood. Muscle weakness is slowly progressive. Other frequently associated signs include muscular hypotonia and hypertrophic cardiomyopathy. Symptoms often improve at puberty, except in the few cases where cirrhosis or myopathy appears.","Glycogen storage disease type 3; Glycogenosis type 3; GSD type 3; Amylo-1,6-glucosidase deficiency; Glycogen debranching deficiency; Cori-Forbes disease; Cori disease; Forbes disease; Forbes glycogen storage disease; debrancher deficiency glycogen storage disease; debrancher enzyme deficiency; deficiency of 6-alpha-d-glucosidase; amylo-1,6-glucosidase deficiency disorder",,[]
Storage,http://id.who.int/icd/entity/36127628,Glycogen storage disease due to branching-transferase deficiency,,"Andersen disease; brancher deficiency glycogen storage disease; branching enzyme deficiency; branching-transferase deficiency glycogenosis; deficiency of 1,4-alpha-glucan branching enzyme; deficiency of amylo-(1,4,6)-transglycosylase; Glycogen storage disease type 4; Glycogenosis type 4; GSD- [Glycogen storage disease] type 4",,[]
Storage,http://id.who.int/icd/entity/1934070304,Glycogen storage disease due to muscle glycogen phosphorylase deficiency,"Myophosphorylase deficiency (McArdle's disease), or glycogen storage disease type 5 (GSD5), is a severe form of glycogen storage disease characterised by exercise intolerance with myalgia, cramps, fatigue, and muscle weakness.",Glycogen storage disease type 5; Glycogenosis type 5; GSD type 5; Myophosphorylase deficiency; McArdle disease; myophosphorylase deficiency glycogenosis,,[]
Storage,http://id.who.int/icd/entity/1475438922,Cause traced to transport or storage,,,,[]
Storage,http://id.who.int/icd/entity/1055252392,Refsum disease,"Refsum disease, a very rare disease, biochemically characterised by phytanic acid accumulation, belongs to the group of leukodystrophic diseases. The first symptom is hemeralopia (loss of vision in the dark), followed by episodes of chronic distal motor polyneuropathy. Other associated signs include perceptive deafness, anosmia, cerebellous ataxia and sometimes, severe intellectual deficiency.",Hereditary motor and sensory neuropathy type 4; Phytanic acid oxidase deficiency; Phytanic acid storage disease; Heredoataxia hemeralopica polyneuritiformis; Refsum-Thiebaut disease; HMSN 4 - [Hereditary motor and sensory neuropathy type 4],,[]
Storage,http://id.who.int/icd/entity/1656693213,Glycogen storage disease due to liver glycogen phosphorylase deficiency,"Liver phosphorylase deficiency, or glycogen storage disease type 6b (Hers disease, GSD 6b) is a benign and rare form of glycogen storage disease characterised by hepatomegaly and growth delay, with hypoglycaemic episodes being mild or absent.",Glycogenosis due to liver phosphorylase deficiency; Glycogen storage disease type 6; Glycogenosis type 6; GSD type 6; Glycogen storage disease type 6B; Glycogenosis type 6B; GSD type 6B; Hers disease; deficiency of hepatophosphorylase,,[]
Storage,http://id.who.int/icd/entity/377675277,Glycogen storage disease due to glucose-6-phosphatase deficiency,"Glycogenosis due to glucose-6-phosphatase deficiency (G6P) type b, or glycogen storage disease (GSD) type 1b, is a type of glycogenosis due to G6P deficiency associating the clinical features of glycogenosis due to G6P deficiency type a to neutropaenia, and neutrophil dysfunction that are responsible for tendency towards infections, relapsing aphthous gingivostomatitis, and inflammatory bowel disease.",Glycogen storage disease type 1A; Glycogenosis type 1A; GSD type 1A; g6pd - [glucose-6-phosphate dehydrogenase deficiency]; glucose-6-phosphatase deficiency; deficiency of g-6pd,,[]
Storage,http://id.who.int/icd/entity/1020924235,Glycogen storage disease due to aldolase A deficiency,"Aldolase A deficiency is an enzyme deficiency that may lead to myopathy with exercise intolerance and rhabdomyolysis associated with haemolytic anaemia. Aldolase is a glycolytic enzyme involved in cleaving fructose 1,6 diphosphate into triose phosphates. Aldolase A isoform is predominant in muscle and red blood cells. The condition is transmitted as an autosomal recessive trait.",Glycogen storage disease type 12; Glycogenosis type 12; GSD type 12,,[]
Storage,http://id.who.int/icd/entity/1662745339,Glycogen storage disease due to glycogen synthase deficiency,,Glycogen storage disease type 0; Glycogenosis type 0; GSD type 0; deficiency of glycogen synthetase,,[]
Storage,http://id.who.int/icd/entity/20146192,Heart muscle disease in storage disease,"This refers to disease in the type of involuntary striated muscle found in the walls and histological foundation of the heart, in a large class of genetic diseases involving disorders of metabolism.",,,[]
Storage,http://id.who.int/icd/entity/357512951,Glycogen storage disease due to muscle phosphoglycerate mutase deficiency,"Muscle phosphoglycerate mutase deficiency (PGAMD) is a metabolic myopathy characterised by exercise-induced cramp, myoglobinuria, and presence of tubular aggregates in the muscle biopsy.",Glycogen storage disease type 10; Glycogenosis type 10; GSD type 10; Di Mauro disease,,[]
Storage,http://id.who.int/icd/entity/1985620430,Glycogen storage disease due to muscle phosphofructokinase deficiency,"Muscle phosphofructokinase (PFK) deficiency (Tarui's disease), or glycogen storage disease type 7 (GSD7), is a rare form of glycogen storage disease characterised by exertional fatigue and muscular exercise intolerance, with onset in childhood.",Glycogen storage disease type 7; Glycogenosis type 7; GSD type 7; Muscle phosphofructokinase deficiency; Tarui disease; anaemia due to phosphofructo-aldolase deficiency,,[]
Storage,http://id.who.int/icd/entity/564605304,Glycogen storage disease due to liver glycogen phosphorylase kinase deficiency,"Glycogen storage disease (GSD) due to liver phosphorylase kinase (PhK) deficiency is a benign inborn error of glycogen metabolism characterised by hepatomegaly, growth retardation, and mild delay in motor development during childhood. It is the most common presentation of glycogen storage disease due to PhK deficiency.",Hepatic phosphorylase kinase deficiency; Glycogen storage disease type 8; Glycogenosis type 8; GSD8 - [glycogen storage disease type 8]; Glycogen storage disease type 6A; Glycogen storage disease type 9A; Glycogen storage disease type 9C; Glycogenosis type 6A; Glycogenosis type 9A; Glycogenosis type 9C; GSD type 9C - [glycogen storage disease type 9C]; GSD6A - [glycogen storage disease type 6A]; GSD9A - [glycogen storage disease type 9A],,[]
Storage,http://id.who.int/icd/entity/426701963,Glycogen storage disease due to GLUT2 deficiency,"Fanconi-Bickel glycogenosis (FBG) is a rare glycogen storage disease characterised by hepatorenal glycogen accumulation, severe renal tubular dysfunction and impaired glucose and galactose metabolism. Onset occurs during the first few months of life with failure to thrive, polyuria and rickets related to proximal tubular losses. Growth retardation and hepatosplenomegaly resulting in a protruding abdomen are evident by early childhood. Puberty is delayed. generalised osteopenia leading to fractures during childhood, with osteoporosis later in life, has also been reported. Some patients also display an abnormal fat distribution. FBG is transmitted as an autosomal recessive trait and is caused by homozygous or compound heterozygous mutations in the SLC2A2 gene (3q26.2-q27)",Glycogen storage disease type 11; Glycogenosis type 11; GSD type 11; Fanconi-Bickel glycogenosis; Bickel-Fanconi disease; Facilitated glucose transporter protein type 2 deficiency; Fanconi-Bickel syndrome,,[]
Storage,http://id.who.int/icd/entity/621440298,Neutral lipid storage disease,Neutral lipid storage disease (NLSD) refers to a group of diseases characterised by a deficit in the degradation of cytoplasmic triglycerides and their accumulation in cytoplasmic lipid vacuoles in most tissues of the body. The group is heterogeneous: NLSD with ichthyosis (NLSDI/Dorfman-Chanarin disease) and NLSD with myopathy (NLSDM/neutral lipid storage myopathy) can be distinguished.,Lipidosis with triglyceride storage disease,,[]
Storage,http://id.who.int/icd/entity/2089330573,Glycogen storage disease due to liver or muscle glycogen phosphorylase kinase deficiency,Glycogen storage disease due to liver and muscle phosphorylase kinase (PhK) deficiency is a benign inborn error of glycogen metabolism. It is the mildest form of GSD due to PhK deficiency. Patients have marked hepatomegaly and mild muscular hypotonia. Hypoglycaemia may occur only after prolonged fasting. These symptoms improve with age and adults are generally asymptomatic.,Glycogen storage disease type 9B; Glycogenosis type 9B; GSD type 9B; Glycogen storage disease type 9; Glycogenosis type 9; GSD9 - [glycogen storage disease type 9],,[]
Storage,http://id.who.int/icd/entity/1600152465,Liver disease due to disorders of lysosomal storage,This is liver disease due to a group of approximately 50 rare inherited metabolic disorders that result from defects in lysosomal function.,,,[]
